[0:01:13.398501] The current delay is 0.0
[0:01:49.175493] The current count is: 5463
[0:01:49.180760] The current count is: 5464
[0:01:49.186146] The current count is: 5465
[0:01:49.191522] The current count is: 5466
[0:01:49.196854] The current count is: 5467
[0:01:49.202237] The current count is: 5468
[0:01:49.207532] The current count is: 5469
[0:01:49.212835] The current count is: 5470
[0:01:49.218132] The current count is: 5471
[0:01:49.223432] The current count is: 5472
[0:01:49.228772] The current count is: 5473
[0:01:49.234071] The current count is: 5474
[0:01:49.239377] The current count is: 5475
[0:01:49.244685] The current count is: 5476
[0:01:49.250007] The current count is: 5477
[0:01:49.255313] The current count is: 5478
[0:01:49.260650] The current count is: 5479
[0:01:49.265981] The current count is: 5480
[0:01:49.271325] The current count is: 5481
[0:01:49.276659] The current count is: 5482
[0:01:49.282033] The current count is: 5483
[0:01:49.287410] The current count is: 5484
[0:01:49.292718] The current count is: 5485
[0:01:49.298018] The current count is: 5486
[0:01:49.303333] The current count is: 5487
[0:01:49.312874] The current count is: 5488
[0:01:49.318232] The current count is: 5489
[0:01:49.323500] The current count is: 5490
[0:01:49.328875] The current count is: 5491
[0:01:49.334339] The current count is: 5492
[0:01:49.339724] The current count is: 5493
[0:01:49.345151] The current count is: 5494
[0:01:49.350562] The current count is: 5495
[0:01:49.355977] The current count is: 5496
[0:01:49.361498] The current count is: 5497
[0:01:49.366884] The current count is: 5498
[0:01:49.372267] The current count is: 5499
[0:01:49.377742] The current count is: 5500
[0:01:49.383087] The current count is: 5501
[0:01:49.744245] The current count is: 5502
[0:01:49.750040] The current count is: 5503
[0:01:49.755839] The current count is: 5504
[0:01:49.761644] The current count is: 5505
[0:01:49.767353] The current count is: 5506
[0:01:49.773099] The current count is: 5507
[0:01:49.778827] The current count is: 5508
[0:01:49.784584] The current count is: 5509
[0:01:49.790271] The current count is: 5510
[0:01:49.796071] The current count is: 5511
[0:01:49.801845] The current count is: 5512
[0:01:49.807532] The current count is: 5513
[0:01:49.813321] The current count is: 5514
[0:01:49.819039] The current count is: 5515
[0:01:49.824715] The current count is: 5516
[0:01:49.830401] The current count is: 5517
[0:01:49.836077] The current count is: 5518
[0:01:49.841863] The current count is: 5519
[0:01:49.847557] The current count is: 5520
[0:01:49.853372] The current count is: 5521
[0:01:49.858791] The current count is: 5522
[0:01:49.864052] The current count is: 5523
[0:01:49.869358] The current count is: 5524
[0:01:49.874776] The current count is: 5525
[0:01:49.880084] The current count is: 5526
[0:01:49.885347] The current count is: 5527
[0:01:49.890571] The current count is: 5528
[0:01:49.895790] The current count is: 5529
[0:01:49.901071] The current count is: 5530
[0:01:49.906313] The current count is: 5531
[0:01:49.911515] The current count is: 5532
[0:01:49.916707] The current count is: 5533
[0:01:49.921909] The current count is: 5534
[0:01:49.927140] The current count is: 5535
[0:01:49.932324] The current count is: 5536
[0:01:49.937573] The current count is: 5537
[0:01:49.943207] The current count is: 5538
[0:01:49.948494] The current count is: 5539
[0:01:49.953775] The current count is: 5540
[0:01:49.958977] The current count is: 5541
[0:01:49.964182] The current count is: 5542
[0:01:49.969439] The current count is: 5543
[0:01:49.974679] The current count is: 5544
[0:01:49.979898] The current count is: 5545
[0:01:49.985246] The current count is: 5546
[0:01:49.990439] The current count is: 5547
[0:01:49.995670] The current count is: 5548
[0:01:50.000898] The current count is: 5549
[0:01:50.006168] The current count is: 5550
[0:01:50.011364] The current count is: 5551
[0:01:50.016547] The current count is: 5552
[0:01:50.021837] The current count is: 5553
[0:01:50.027023] The current count is: 5554
[0:01:50.032221] The current count is: 5555
[0:01:50.037464] The current count is: 5556
[0:01:50.042673] The current count is: 5557
[0:01:50.047987] The current count is: 5558
[0:01:50.053250] The current count is: 5559
[0:01:50.058524] The current count is: 5560
[0:01:50.063802] The current count is: 5561
[0:01:50.069077] The current count is: 5562
[0:01:50.074305] The current count is: 5563
[0:01:50.079574] The current count is: 5564
[0:01:50.084800] The current count is: 5565
[0:01:50.089993] The current count is: 5566
[0:01:50.095220] The current count is: 5567
[0:01:50.100452] The current count is: 5568
[0:01:50.114534] The current count is: 5569
[0:01:50.119861] The current count is: 5570
[0:01:50.125109] The current count is: 5571
[0:01:50.130342] The current count is: 5572
[0:01:50.135602] The current count is: 5573
[0:01:50.140824] The current count is: 5574
[0:01:50.146076] The current count is: 5575
[0:01:50.151323] The current count is: 5576
[0:01:50.156653] The current count is: 5577
[0:01:50.162007] The current count is: 5578
[0:01:50.167354] The current count is: 5579
[0:01:50.172770] The current count is: 5580
[0:01:50.182551] The current count is: 5581
[0:01:50.187909] The current count is: 5582
[0:01:50.193351] The current count is: 5583
[0:01:50.198724] The current count is: 5584
[0:01:50.204142] The current count is: 5585
[0:01:50.209560] The current count is: 5586
[0:01:50.214941] The current count is: 5587
[0:01:50.220338] The current count is: 5588
[0:01:50.225767] The current count is: 5589
[0:01:50.231251] The current count is: 5590
[0:01:50.236669] The current count is: 5591
[0:01:50.242020] The current count is: 5592
[0:01:50.247445] The current count is: 5593
[0:01:50.252817] The current count is: 5594
[0:01:50.258330] The current count is: 5595
[0:01:50.263599] The current count is: 5596
[0:01:50.268817] The current count is: 5597
[0:01:50.274094] The current count is: 5598
[0:01:50.279323] The current count is: 5599
[0:01:50.284559] The current count is: 5600
[0:01:50.289823] The current count is: 5601
[0:01:50.295119] The current count is: 5602
[0:01:50.300345] The current count is: 5603
[0:01:50.305651] The current count is: 5604
[0:01:50.310893] The current count is: 5605
[0:01:50.316138] The current count is: 5606
[0:01:50.321420] The current count is: 5607
[0:01:50.326662] The current count is: 5608
[0:01:50.331884] The current count is: 5609
[0:01:50.337164] The current count is: 5610
[0:01:50.342400] The current count is: 5611
[0:01:50.347640] The current count is: 5612
[0:01:50.352950] The current count is: 5613
[0:01:50.358284] The current count is: 5614
[0:01:50.363591] The current count is: 5615
[0:01:50.368895] The current count is: 5616
[0:01:50.374218] The current count is: 5617
[0:01:50.379505] The current count is: 5618
[0:01:50.384767] The current count is: 5619
[0:01:50.390018] The current count is: 5620
[0:01:50.395265] The current count is: 5621
[0:01:50.400520] The current count is: 5622
[0:01:50.405836] The current count is: 5623
[0:01:50.411101] The current count is: 5624
[0:01:50.416379] The current count is: 5625
[0:01:50.421719] The current count is: 5626
[0:01:50.426987] The current count is: 5627
[0:01:50.432292] The current count is: 5628
[0:01:50.437614] The current count is: 5629
[0:01:50.442968] The current count is: 5630
[0:01:50.448230] The current count is: 5631
[0:01:50.453580] The current count is: 5632
[0:01:50.458866] The current count is: 5633
[0:01:50.464136] The current count is: 5634
[0:01:50.469447] The current count is: 5635
[0:01:50.474714] The current count is: 5636
[0:01:50.480039] The current count is: 5637
[0:01:50.485342] The current count is: 5638
[0:01:50.490655] The current count is: 5639
[0:01:50.495999] The current count is: 5640
[0:01:50.501325] The current count is: 5641
[0:01:50.506615] The current count is: 5642
[0:01:50.511865] The current count is: 5643
[0:01:50.517150] The current count is: 5644
[0:01:50.522416] The current count is: 5645
[0:01:50.527760] The current count is: 5646
[0:01:50.533066] The current count is: 5647
[0:01:50.538382] The current count is: 5648
[0:01:50.543652] The current count is: 5649
[0:01:50.548909] The current count is: 5650
[0:01:50.554319] The current count is: 5651
[0:01:50.559664] The current count is: 5652
[0:01:50.565431] The current count is: 5653
[0:01:50.570812] The current count is: 5654
[0:01:50.576151] The current count is: 5655
[0:01:50.581568] The current count is: 5656
[0:01:50.586909] The current count is: 5657
[0:01:50.592244] The current count is: 5658
[0:01:50.597603] The current count is: 5659
[0:01:50.602912] The current count is: 5660
[0:01:50.608227] The current count is: 5661
[0:01:50.613590] The current count is: 5662
[0:01:50.618888] The current count is: 5663
[0:01:50.631523] The current count is: 5664
[0:01:50.636791] The current count is: 5665
[0:01:50.642053] The current count is: 5666
[0:01:50.647310] The current count is: 5667
[0:01:50.652578] The current count is: 5668
[0:01:50.657861] The current count is: 5669
[0:01:50.663278] The current count is: 5670
[0:01:50.668700] The current count is: 5671
[0:01:50.674103] The current count is: 5672
[0:01:50.679533] The current count is: 5673
[0:01:50.691098] The current count is: 5674
[0:01:50.696409] The current count is: 5675
[0:01:50.701741] The current count is: 5676
[0:01:50.707059] The current count is: 5677
[0:01:50.712346] The current count is: 5678
[0:01:50.717690] The current count is: 5679
[0:01:50.722980] The current count is: 5680
[0:01:50.728271] The current count is: 5681
[0:01:50.733604] The current count is: 5682
[0:01:50.738893] The current count is: 5683
[0:01:50.744173] The current count is: 5684
[0:01:50.749530] The current count is: 5685
[0:01:50.754812] The current count is: 5686
[0:01:50.760193] The current count is: 5687
[0:01:50.765470] The current count is: 5688
[0:01:50.770647] The current count is: 5689
[0:01:50.775838] The current count is: 5690
[0:01:50.781048] The current count is: 5691
[0:01:50.786224] The current count is: 5692
[0:01:50.791374] The current count is: 5693
[0:01:50.796546] The current count is: 5694
[0:01:50.801762] The current count is: 5695
[0:01:50.806939] The current count is: 5696
[0:01:50.812121] The current count is: 5697
[0:01:50.817364] The current count is: 5698
[0:01:50.822552] The current count is: 5699
[0:01:50.827724] The current count is: 5700
[0:01:50.832898] The current count is: 5701
[0:01:50.838193] The current count is: 5702
[0:01:50.843355] The current count is: 5703
[0:01:50.848532] The current count is: 5704
[0:01:50.853801] The current count is: 5705
[0:01:50.858988] The current count is: 5706
[0:01:50.864318] The current count is: 5707
[0:01:50.869566] The current count is: 5708
[0:01:50.874855] The current count is: 5709
[0:01:50.880133] The current count is: 5710
[0:01:50.885377] The current count is: 5711
[0:01:50.890620] The current count is: 5712
[0:01:50.895794] The current count is: 5713
[0:01:50.901016] The current count is: 5714
[0:01:50.906232] The current count is: 5715
[0:01:50.911412] The current count is: 5716
[0:01:50.916574] The current count is: 5717
[0:01:50.921808] The current count is: 5718
[0:01:50.927005] The current count is: 5719
[0:01:50.932192] The current count is: 5720
[0:01:50.937469] The current count is: 5721
[0:01:50.942657] The current count is: 5722
[0:01:50.947887] The current count is: 5723
[0:01:50.953106] The current count is: 5724
[0:01:50.958325] The current count is: 5725
[0:01:50.963497] The current count is: 5726
[0:01:50.968672] The current count is: 5727
[0:01:50.973927] The current count is: 5728
[0:01:50.979164] The current count is: 5729
[0:01:50.984343] The current count is: 5730
[0:01:50.989622] The current count is: 5731
[0:01:50.994914] The current count is: 5732
[0:01:51.000192] The current count is: 5733
[0:01:51.005442] The current count is: 5734
[0:01:51.010648] The current count is: 5735
[0:01:51.015845] The current count is: 5736
[0:01:51.021127] The current count is: 5737
[0:01:51.026334] The current count is: 5738
[0:01:51.031569] The current count is: 5739
[0:01:51.036751] The current count is: 5740
[0:01:51.041967] The current count is: 5741
[0:01:51.047199] The current count is: 5742
[0:01:51.052375] The current count is: 5743
[0:01:51.057617] The current count is: 5744
[0:01:51.062839] The current count is: 5745
[0:01:51.068066] The current count is: 5746
[0:01:51.073376] The current count is: 5747
[0:01:51.078576] The current count is: 5748
[0:01:51.083782] The current count is: 5749
[0:01:51.088946] The current count is: 5750
[0:01:51.094218] The current count is: 5751
[0:01:51.099590] The current count is: 5752
[0:01:51.105094] The current count is: 5753
[0:01:51.110424] The current count is: 5754
[0:01:51.115669] The current count is: 5755
[0:01:51.121011] The current count is: 5756
[0:01:51.126285] The current count is: 5757
[0:01:51.131520] The current count is: 5758
[0:01:51.136741] The current count is: 5759
[0:01:51.141984] The current count is: 5760
[0:01:51.147215] The current count is: 5761
[0:01:51.152504] The current count is: 5762
[0:01:51.157771] The current count is: 5763
[0:01:51.163094] The current count is: 5764
[0:01:51.168377] The current count is: 5765
[0:01:51.173705] The current count is: 5766
[0:01:51.183316] The current count is: 5767
[0:01:51.189091] The current count is: 5768
[0:01:51.194648] The current count is: 5769
[0:01:51.199971] The current count is: 5770
[0:01:51.205348] The current count is: 5771
[0:01:51.210639] The current count is: 5772
[0:01:51.215906] The current count is: 5773
[0:01:51.221292] The current count is: 5774
[0:01:51.226664] The current count is: 5775
[0:01:51.231913] The current count is: 5776
[0:01:51.237237] The current count is: 5777
[0:01:51.242500] The current count is: 5778
[0:01:51.247772] The current count is: 5779
[0:01:51.253095] The current count is: 5780
[0:01:51.258389] The current count is: 5781
[0:01:51.263692] The current count is: 5782
[0:01:51.269126] The current count is: 5783
[0:01:51.274404] The current count is: 5784
[0:01:51.279651] The current count is: 5785
[0:01:51.284936] The current count is: 5786
[0:01:51.290259] The current count is: 5787
[0:01:51.295547] The current count is: 5788
[0:01:51.300859] The current count is: 5789
[0:01:51.306138] The current count is: 5790
[0:01:51.311479] The current count is: 5791
[0:01:51.316820] The current count is: 5792
[0:01:51.322173] The current count is: 5793
[0:01:51.327420] The current count is: 5794
[0:01:51.332682] The current count is: 5795
[0:01:51.337937] The current count is: 5796
[0:01:51.343174] The current count is: 5797
[0:01:51.348416] The current count is: 5798
[0:01:51.353707] The current count is: 5799
[0:01:51.358979] The current count is: 5800
[0:01:51.364297] The current count is: 5801
[0:01:51.369629] The current count is: 5802
[0:01:51.374981] The current count is: 5803
[0:01:51.380327] The current count is: 5804
[0:01:51.385757] The current count is: 5805
[0:01:51.391027] The current count is: 5806
[0:01:51.396304] The current count is: 5807
[0:01:51.401626] The current count is: 5808
[0:01:51.406898] The current count is: 5809
[0:01:51.412164] The current count is: 5810
[0:01:51.417512] The current count is: 5811
[0:01:51.422815] The current count is: 5812
[0:01:51.428069] The current count is: 5813
[0:01:51.433426] The current count is: 5814
[0:01:51.438722] The current count is: 5815
[0:01:51.444005] The current count is: 5816
[0:01:51.449349] The current count is: 5817
[0:01:51.454686] The current count is: 5818
[0:01:51.460010] The current count is: 5819
[0:01:51.465346] The current count is: 5820
[0:01:51.470644] The current count is: 5821
[0:01:51.476028] The current count is: 5822
[0:01:51.490187] The current count is: 5823
[0:01:51.495488] The current count is: 5824
[0:01:51.500881] The current count is: 5825
[0:01:51.506218] The current count is: 5826
[0:01:51.511507] The current count is: 5827
[0:01:51.516888] The current count is: 5828
[0:01:51.522223] The current count is: 5829
[0:01:51.527499] The current count is: 5830
[0:01:51.532808] The current count is: 5831
[0:01:51.538141] The current count is: 5832
[0:01:51.543429] The current count is: 5833
[0:01:51.548757] The current count is: 5834
[0:01:51.554051] The current count is: 5835
[0:01:51.559368] The current count is: 5836
[0:01:51.564951] The current count is: 5837
[0:01:51.570535] The current count is: 5838
[0:01:51.575997] The current count is: 5839
[0:01:51.581513] The current count is: 5840
[0:01:51.586965] The current count is: 5841
[0:01:51.592377] The current count is: 5842
[0:01:51.597937] The current count is: 5843
[0:01:51.603398] The current count is: 5844
[0:01:51.608833] The current count is: 5845
[0:01:51.614326] The current count is: 5846
[0:01:51.619743] The current count is: 5847
[0:01:51.625259] The current count is: 5848
[0:01:51.630748] The current count is: 5849
[0:01:51.636237] The current count is: 5850
[0:01:51.641792] The current count is: 5851
[0:01:51.647235] The current count is: 5852
[0:01:51.652741] The current count is: 5853
[0:01:51.658200] The current count is: 5854
[0:01:51.663706] The current count is: 5855
[0:01:51.669089] The current count is: 5856
[0:01:51.674411] The current count is: 5857
[0:01:51.679740] The current count is: 5858
[0:01:51.685099] The current count is: 5859
[0:01:51.690446] The current count is: 5860
[0:01:51.700055] The current count is: 5861
[0:01:51.705375] The current count is: 5862
[0:01:51.710657] The current count is: 5863
[0:01:51.715957] The current count is: 5864
[0:01:51.721252] The current count is: 5865
[0:01:51.726552] The current count is: 5866
[0:01:51.731821] The current count is: 5867
[0:01:51.737107] The current count is: 5868
[0:01:51.742443] The current count is: 5869
[0:01:51.747783] The current count is: 5870
[0:01:51.753099] The current count is: 5871
[0:01:51.758387] The current count is: 5872
[0:01:51.763676] The current count is: 5873
[0:01:52.127984] The current count is: 5874
[0:01:52.133976] The current count is: 5875
[0:01:52.139773] The current count is: 5876
[0:01:52.145604] The current count is: 5877
[0:01:52.151336] The current count is: 5878
[0:01:52.157070] The current count is: 5879
[0:01:52.162841] The current count is: 5880
[0:01:52.168658] The current count is: 5881
[0:01:52.174199] The current count is: 5882
[0:01:52.180168] The current count is: 5883
[0:01:52.185821] The current count is: 5884
[0:01:52.191346] The current count is: 5885
[0:01:52.196844] The current count is: 5886
[0:01:52.202460] The current count is: 5887
[0:01:52.207945] The current count is: 5888
[0:01:52.213518] The current count is: 5889
[0:01:52.424049] The current count is: 5890
[0:01:52.429219] The current count is: 5891
[0:01:52.434089] The current count is: 5892
[0:01:52.438879] The current count is: 5893
[0:01:52.443701] The current count is: 5894
[0:01:52.448487] The current count is: 5895
[0:01:52.453274] The current count is: 5896
[0:01:52.458035] The current count is: 5897
[0:01:52.462797] The current count is: 5898
[0:01:52.467560] The current count is: 5899
[0:01:52.472308] The current count is: 5900
[0:01:52.477103] The current count is: 5901
[0:01:52.481883] The current count is: 5902
[0:01:52.486670] The current count is: 5903
[0:01:52.491439] The current count is: 5904
[0:01:52.496218] The current count is: 5905
[0:01:52.501014] The current count is: 5906
[0:01:52.505809] The current count is: 5907
[0:01:52.510560] The current count is: 5908
[0:01:52.515311] The current count is: 5909
[0:01:52.520113] The current count is: 5910
[0:01:52.525075] The current count is: 5911
[0:01:52.529879] The current count is: 5912
[0:01:52.534656] The current count is: 5913
[0:01:52.539424] The current count is: 5914
[0:01:52.544172] The current count is: 5915
[0:01:52.548925] The current count is: 5916
[0:01:52.553733] The current count is: 5917
[0:01:52.558495] The current count is: 5918
[0:01:52.563284] The current count is: 5919
[0:01:52.568057] The current count is: 5920
[0:01:52.572820] The current count is: 5921
[0:01:52.577635] The current count is: 5922
[0:01:52.582412] The current count is: 5923
[0:01:52.587180] The current count is: 5924
[0:01:52.591961] The current count is: 5925
[0:01:52.596755] The current count is: 5926
[0:01:52.601555] The current count is: 5927
[0:01:52.606325] The current count is: 5928
[0:01:52.611102] The current count is: 5929
[0:01:52.615873] The current count is: 5930
[0:01:52.620683] The current count is: 5931
[0:01:52.625513] The current count is: 5932
[0:01:52.630332] The current count is: 5933
[0:01:52.635134] The current count is: 5934
[0:01:52.639912] The current count is: 5935
[0:01:52.644693] The current count is: 5936
[0:01:52.649481] The current count is: 5937
[0:01:52.654264] The current count is: 5938
[0:01:52.659081] The current count is: 5939
[0:01:52.663862] The current count is: 5940
[0:01:52.668655] The current count is: 5941
[0:01:52.673484] The current count is: 5942
[0:01:52.678273] The current count is: 5943
[0:01:52.683069] The current count is: 5944
[0:01:52.687872] The current count is: 5945
[0:01:52.692727] The current count is: 5946
[0:01:52.697545] The current count is: 5947
[0:01:52.702319] The current count is: 5948
[0:01:52.707122] The current count is: 5949
[0:01:52.711922] The current count is: 5950
[0:01:52.716701] The current count is: 5951
[0:01:52.721536] The current count is: 5952
[0:01:52.726323] The current count is: 5953
[0:01:52.735283] The current count is: 5954
[0:01:52.740073] The current count is: 5955
[0:01:52.744882] The current count is: 5956
[0:01:52.749741] The current count is: 5957
[0:01:52.754593] The current count is: 5958
[0:01:52.759448] The current count is: 5959
[0:01:52.764237] The current count is: 5960
[0:01:52.769089] The current count is: 5961
[0:01:52.773977] The current count is: 5962
[0:01:52.778828] The current count is: 5963
[0:01:52.783671] The current count is: 5964
[0:01:52.788509] The current count is: 5965
[0:01:52.793319] The current count is: 5966
[0:01:52.798131] The current count is: 5967
[0:01:52.802928] The current count is: 5968
[0:01:52.807706] The current count is: 5969
[0:01:52.812535] The current count is: 5970
[0:01:52.817370] The current count is: 5971
[0:01:52.822180] The current count is: 5972
[0:01:52.826967] The current count is: 5973
[0:01:52.831750] The current count is: 5974
[0:01:52.836597] The current count is: 5975
[0:01:52.841455] The current count is: 5976
[0:01:52.846327] The current count is: 5977
[0:01:52.851183] The current count is: 5978
[0:01:52.856010] The current count is: 5979
[0:01:52.860862] The current count is: 5980
[0:01:52.865683] The current count is: 5981
[0:01:52.870505] The current count is: 5982
[0:01:52.875437] The current count is: 5983
[0:01:52.880316] The current count is: 5984
[0:01:52.885182] The current count is: 5985
[0:01:52.890016] The current count is: 5986
[0:01:52.894863] The current count is: 5987
[0:01:52.899725] The current count is: 5988
[0:01:52.904554] The current count is: 5989
[0:01:52.909416] The current count is: 5990
[0:01:52.914253] The current count is: 5991
[0:01:52.919125] The current count is: 5992
[0:01:52.923988] The current count is: 5993
[0:01:52.928798] The current count is: 5994
[0:01:52.933605] The current count is: 5995
[0:01:52.938452] The current count is: 5996
[0:01:52.943258] The current count is: 5997
[0:01:52.948111] The current count is: 5998
[0:01:52.952922] The current count is: 5999
[0:01:52.957794] The current count is: 6000
[0:01:52.962627] The current count is: 6001
[0:01:52.967452] The current count is: 6002
[0:01:52.972327] The current count is: 6003
[0:01:52.977207] The current count is: 6004
[0:01:52.982049] The current count is: 6005
[0:01:52.986896] The current count is: 6006
[0:01:52.991733] The current count is: 6007
[0:01:52.996571] The current count is: 6008
[0:01:53.001460] The current count is: 6009
[0:01:53.006307] The current count is: 6010
[0:01:53.011124] The current count is: 6011
[0:01:53.403383] The current count is: 6012
[0:01:53.805219] The current count is: 6013
[0:01:53.810127] The current count is: 6014
[0:01:53.815004] The current count is: 6015
[0:01:53.819867] The current count is: 6016
[0:01:53.824776] The current count is: 6017
[0:01:53.829629] The current count is: 6018
[0:01:53.834497] The current count is: 6019
[0:01:53.839361] The current count is: 6020
[0:01:53.844219] The current count is: 6021
[0:01:53.849142] The current count is: 6022
[0:01:53.854062] The current count is: 6023
[0:01:53.858992] The current count is: 6024
[0:01:53.863873] The current count is: 6025
[0:01:53.868750] The current count is: 6026
[0:01:53.873697] The current count is: 6027
[0:01:53.878672] The current count is: 6028
[0:01:53.883581] The current count is: 6029
[0:01:53.888477] The current count is: 6030
[0:01:53.893363] The current count is: 6031
[0:01:53.898251] The current count is: 6032
[0:01:53.903135] The current count is: 6033
[0:01:53.908017] The current count is: 6034
[0:01:53.912857] The current count is: 6035
[0:01:53.925065] The current count is: 6036
[0:01:53.929986] The current count is: 6037
[0:01:53.934838] The current count is: 6038
[0:01:53.939715] The current count is: 6039
[0:01:53.944577] The current count is: 6040
[0:01:53.949458] The current count is: 6041
[0:01:53.954327] The current count is: 6042
[0:01:53.959168] The current count is: 6043
[0:01:53.964003] The current count is: 6044
[0:01:53.968848] The current count is: 6045
[0:01:53.973673] The current count is: 6046
[0:01:53.984545] The current count is: 6047
[0:01:53.989306] The current count is: 6048
[0:01:53.994028] The current count is: 6049
[0:01:53.998754] The current count is: 6050
[0:01:54.003503] The current count is: 6051
[0:01:54.008234] The current count is: 6052
[0:01:54.012977] The current count is: 6053
[0:01:54.017785] The current count is: 6054
[0:01:54.022537] The current count is: 6055
[0:01:54.027265] The current count is: 6056
[0:01:54.031995] The current count is: 6057
[0:01:54.036746] The current count is: 6058
[0:01:54.041488] The current count is: 6059
[0:01:54.046199] The current count is: 6060
[0:01:54.050905] The current count is: 6061
[0:01:54.055657] The current count is: 6062
[0:01:54.060382] The current count is: 6063
[0:01:54.065173] The current count is: 6064
[0:01:54.069887] The current count is: 6065
[0:01:54.074636] The current count is: 6066
[0:01:54.079326] The current count is: 6067
[0:01:54.084083] The current count is: 6068
[0:01:54.088771] The current count is: 6069
[0:01:54.093522] The current count is: 6070
[0:01:54.098266] The current count is: 6071
[0:01:54.103006] The current count is: 6072
[0:01:54.107742] The current count is: 6073
[0:01:54.112509] The current count is: 6074
[0:01:54.117252] The current count is: 6075
[0:01:54.121962] The current count is: 6076
[0:01:54.135506] The current count is: 6077
[0:01:54.140317] The current count is: 6078
[0:01:54.145055] The current count is: 6079
[0:01:54.149794] The current count is: 6080
[0:01:54.154548] The current count is: 6081
[0:01:54.159283] The current count is: 6082
[0:01:54.164001] The current count is: 6083
[0:01:54.168722] The current count is: 6084
[0:01:54.173437] The current count is: 6085
[0:01:54.178167] The current count is: 6086
[0:01:54.182904] The current count is: 6087
[0:01:54.187637] The current count is: 6088
[0:01:54.192380] The current count is: 6089
[0:01:54.197148] The current count is: 6090
[0:01:54.201869] The current count is: 6091
[0:01:54.206587] The current count is: 6092
[0:01:54.211319] The current count is: 6093
[0:01:54.216056] The current count is: 6094
[0:01:54.220784] The current count is: 6095
[0:01:54.225526] The current count is: 6096
[0:01:54.230245] The current count is: 6097
[0:01:54.235012] The current count is: 6098
[0:01:54.239761] The current count is: 6099
[0:01:54.244492] The current count is: 6100
[0:01:54.249266] The current count is: 6101
[0:01:54.254049] The current count is: 6102
[0:01:54.258771] The current count is: 6103
[0:01:54.263485] The current count is: 6104
[0:01:54.268226] The current count is: 6105
[0:01:54.272950] The current count is: 6106
[0:01:54.277732] The current count is: 6107
[0:01:54.282530] The current count is: 6108
[0:01:54.287320] The current count is: 6109
[0:01:54.292071] The current count is: 6110
[0:01:54.296819] The current count is: 6111
[0:01:54.301891] The current count is: 6112
[0:01:54.306708] The current count is: 6113
[0:01:54.311485] The current count is: 6114
[0:01:54.316220] The current count is: 6115
[0:01:54.320948] The current count is: 6116
[0:01:54.325722] The current count is: 6117
[0:01:54.330473] The current count is: 6118
[0:01:54.335219] The current count is: 6119
[0:01:54.339980] The current count is: 6120
[0:01:54.344726] The current count is: 6121
[0:01:54.349476] The current count is: 6122
[0:01:54.354219] The current count is: 6123
[0:01:54.358956] The current count is: 6124
[0:01:54.363700] The current count is: 6125
[0:01:54.368465] The current count is: 6126
[0:01:54.373223] The current count is: 6127
[0:01:54.377973] The current count is: 6128
[0:01:54.382743] The current count is: 6129
[0:01:54.387507] The current count is: 6130
[0:01:54.392259] The current count is: 6131
[0:01:54.397020] The current count is: 6132
[0:01:54.401758] The current count is: 6133
[0:01:54.406525] The current count is: 6134
[0:01:54.411301] The current count is: 6135
[0:01:54.416049] The current count is: 6136
[0:01:54.420807] The current count is: 6137
[0:01:54.425544] The current count is: 6138
[0:01:54.430295] The current count is: 6139
[0:01:54.439231] The current count is: 6140
[0:01:54.444008] The current count is: 6141
[0:01:54.448807] The current count is: 6142
[0:01:54.453554] The current count is: 6143
[0:01:54.458306] The current count is: 6144
[0:01:54.463047] The current count is: 6145
[0:01:54.467793] The current count is: 6146
[0:01:54.472549] The current count is: 6147
[0:01:54.477337] The current count is: 6148
[0:01:54.482068] The current count is: 6149
[0:01:54.486831] The current count is: 6150
[0:01:54.491810] The current count is: 6151
[0:01:54.496635] The current count is: 6152
[0:01:54.501493] The current count is: 6153
[0:01:54.506329] The current count is: 6154
[0:01:54.511131] The current count is: 6155
[0:01:54.515976] The current count is: 6156
[0:01:54.520798] The current count is: 6157
[0:01:54.525596] The current count is: 6158
[0:01:54.530531] The current count is: 6159
[0:01:54.535326] The current count is: 6160
[0:01:54.540124] The current count is: 6161
[0:01:54.544942] The current count is: 6162
[0:01:54.549826] The current count is: 6163
[0:01:54.554755] The current count is: 6164
[0:01:54.559610] The current count is: 6165
[0:01:54.564461] The current count is: 6166
[0:01:54.569298] The current count is: 6167
[0:01:54.574116] The current count is: 6168
[0:01:54.578999] The current count is: 6169
[0:01:54.583847] The current count is: 6170
[0:01:54.588656] The current count is: 6171
[0:01:54.593499] The current count is: 6172
[0:01:54.598347] The current count is: 6173
[0:01:54.603196] The current count is: 6174
[0:01:54.608044] The current count is: 6175
[0:01:54.612860] The current count is: 6176
[0:01:54.617753] The current count is: 6177
[0:01:54.622571] The current count is: 6178
[0:01:54.627485] The current count is: 6179
[0:01:54.632308] The current count is: 6180
[0:01:54.637190] The current count is: 6181
[0:01:54.642034] The current count is: 6182
[0:01:54.646865] The current count is: 6183
[0:01:54.651731] The current count is: 6184
[0:01:54.656626] The current count is: 6185
[0:01:54.661479] The current count is: 6186
[0:01:54.666339] The current count is: 6187
[0:01:54.671166] The current count is: 6188
[0:01:54.676012] The current count is: 6189
[0:01:54.680862] The current count is: 6190
[0:01:54.685700] The current count is: 6191
[0:01:54.690492] The current count is: 6192
[0:01:54.695340] The current count is: 6193
[0:01:54.700155] The current count is: 6194
[0:01:54.705001] The current count is: 6195
[0:01:54.709858] The current count is: 6196
[0:01:54.714735] The current count is: 6197
